location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
368994,"İzmir - Karabağlar","co",1669895,"µg/m³","2022-10-25T14:00:00Z","2022-10-25T17:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1642007,"µg/m³","2022-10-25T15:00:00Z","2022-10-25T18:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1636770,"µg/m³","2022-10-25T16:00:00Z","2022-10-25T19:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1619833,"µg/m³","2022-10-25T17:00:00Z","2022-10-25T20:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1612290,"µg/m³","2022-10-25T18:00:00Z","2022-10-25T21:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1618488,"µg/m³","2022-10-25T19:00:00Z","2022-10-25T22:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1631711,"µg/m³","2022-10-25T20:00:00Z","2022-10-25T23:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1657477,"µg/m³","2022-10-25T21:00:00Z","2022-10-26T00:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1742641,"µg/m³","2022-10-25T22:00:00Z","2022-10-26T01:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1785072,"µg/m³","2022-10-25T23:00:00Z","2022-10-26T02:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1799954,"µg/m³","2022-10-26T00:00:00Z","2022-10-26T03:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1845330,"µg/m³","2022-10-26T01:00:00Z","2022-10-26T04:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1929880,"µg/m³","2022-10-26T02:00:00Z","2022-10-26T05:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1976771,"µg/m³","2022-10-26T03:00:00Z","2022-10-26T06:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1989821,"µg/m³","2022-10-26T04:00:00Z","2022-10-26T07:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",2002185,"µg/m³","2022-10-26T05:00:00Z","2022-10-26T08:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1990641,"µg/m³","2022-10-26T06:00:00Z","2022-10-26T09:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1982971,"µg/m³","2022-10-26T07:00:00Z","2022-10-26T10:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1984960,"µg/m³","2022-10-26T08:00:00Z","2022-10-26T11:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1938096,"µg/m³","2022-10-26T09:00:00Z","2022-10-26T12:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1926897,"µg/m³","2022-10-26T10:00:00Z","2022-10-26T13:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1916537,"µg/m³","2022-10-26T11:00:00Z","2022-10-26T14:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1895787,"µg/m³","2022-10-26T12:00:00Z","2022-10-26T15:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1848869,"µg/m³","2022-10-26T13:00:00Z","2022-10-26T16:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
368994,"İzmir - Karabağlar","co",1798431,"µg/m³","2022-10-26T14:00:00Z","2022-10-26T17:00:00+03:00","Europe/Istanbul",38.38233,27.10673,,,,"Unknown Governmental Organization","Türkiye"
